pmcid,inclusion_criteria,exclusion_criteria,has_dedicated_section,criteria_location
4383583,"The study involved 20 individuals from 4 generations of a large Italian family, referred to our Unit dedicated to Cardiomyopathies.","Subjects without contraindication to magnetic resonance imaging, such as pacemaker, defibrillator, or severe claustrophobia underwent cardiac magnetic resonance (CMR)",False,Embedded in Materials and Methods section
10587567,Three-month-old female C57BL6/J mice (Jackson Laboratory) were group housed 45 per cage under a constant 12-h light:12-h dark; 6am/6pm cycle in a climate-controlled environment. Food and water were provided ad libitum. Mice in the same treatment groups were housed together.,"All procedures were approved by the Institutional Animal Care and Use Committee at the University of Arkansas for Medical Sciences (UAMS; Little Rock, Arkansas).",False,Methods - Animals section
6535128,,,False,No specific criteria mentioned
5077116,,,False,No specific criteria mentioned
4193868,,,False,No specific criteria mentioned
3436930,,,False,No specific criteria mentioned
4890862,"The inclusion criteria included all pregnant women living in the catchment area during the recruitment period, regardless of parity.",,False,Recruitment section
7234634,,,False,No specific criteria mentioned
10191289,,,False,No specific criteria mentioned
8496830,,,False,No specific criteria mentioned
5056740,,,False,No specific criteria mentioned
10348528,The finger fractures registered in the SFR by treating physicians at all contributing trauma centers were identified in the registry with the ICD-10 code S62.6 (phalangeal fractures).,"Children (defined as <15 years) were not registered in the SFR until 2015. Therefore, analysis of age and incidence were only performed on data from 20152019.",True,Methods - Eligibility criteria section
7234520,,,False,No specific criteria mentioned
9077889,"children who, after comprehensive clinical evaluation, were considered to meet the diagnostic criteria (DSM-IV, DSM-5 or ICD-10), for ASD without co-occurring ADHD or ADHD without significant ASD traits","a family history of ocular disease or strabismus, any history of brain trauma or pathology, a history of epileptic seizures in the last year, full-scale IQ < 65 or an ability to follow simple verbal instructions",False,Methods - Participants section
3688944,Fish were kept in dechlorinated tap water (freshwater; pH 6.87.0) at 25C in plastic tanks of appropriate sizes with aeration under a 12 h light12 h dark regime for at least 1 week before experiments. They were fed live shrimps daily.,No specific exclusion criteria mentioned.,False,Embedded in Animals section description
6561633,"i) original qualitative studies published in peer-reviewed journals in the English language with no date restriction; ii) participants were either adolescents or young adults (25 years of age or younger) who had attempted suicide, friends or family members of those who had attempted suicide or experienced suicidal ideations, professionals working with young people or members of the wider community; iii) qualitative interviews primarily discussing youth suicide and suicidal ideation in young people.","Excluded studies were abstracts, editorials, conference proceedings, theses, and secondary research sources (e.g. reviews). Studies which were quantitative were excluded.",True,Methods section with dedicated Inclusion and Exclusion criteria subsections
5230791,,,False,No specific criteria mentioned
5602348,"Fourteen undergraduate students participated in the study (6 females, age range 1922 yr).",,False,Embedded in Participants section description
3843710,,,False,No specific criteria mentioned
10723708,,,False,No specific criteria mentioned
3206951,,,False,No specific criteria mentioned
7365402,Patients in need of multiorgan support and/or invasive ventilation,"Patients who died or were discharged before 48 hours were excluded from delta-SOFA calculations but included in MPM-III and SOFA calculations. Patients admitted with burns, those for cardiac surgery and readmissions during the same hospitalization were excluded, as is standard practice for the MPM-III scoring system. Patients who were boarding in the ICU due to unavailability of beds in the general wards and overflow from the step-down unit were excluded from analyses of ICU outcomes as they did not meet the pre-specified ICU admission criteria.",False,Embedded in Methods section description
